RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,FinishRoundTime,TotalFightTimeSecs,label
Victor Henry,Tony Gravely,-142.0,120.0,70.4225,120.0,2023-03-11,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,1,0,0,3.82,0.48,0.3,5.4,0.41,2,3,20,0,0,1,1,3,0,0,5,Orthodox,165.1,175.26,135,1,0,0,8.34,0.54,0.5,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Switch,170.18,172.72,135,35,31,0,0,1,4,2,14,0,3,0,-5.08,2.54,-4,-4.52,-0.2,5.4,neither,S-DEC,3.0,5:00,900.0,0
Tyson Nam,Bruno Silva,152.0,-180.0,152.0,55.5556,2023-03-11,"Las Vegas, Nevada, USA",USA,False,Flyweight,MALE,3,0,2,0,3.32,0.48,0.2,2.26,0.28,2,2,12,0,0,0,0,2,0,0,2,Orthodox,162.56,165.1,125,0,1,0,3.87,0.33,0.0,0.0,0.0,2,3,13,0,0,0,0,3,0,0,3,Orthodox,170.18,172.72,125,39,32,0,1,0,-1,-1,-1,0,-1,0,-7.62,-7.62,-7,-0.55,0.2,2.26,Red,SUB,2.0,1:23,383.0,1
Carlston Harris,Jared Gooden,-300.0,245.0,33.3333,245.0,2023-03-11,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,1,0,0,5.08,0.49,0.2,0.67,1.0,1,3,10,0,0,0,0,1,0,0,1,Orthodox,182.88,195.58,170,1,0,0,3.18,0.49,0.8,1.97,0.29,2,1,3,0,0,0,0,1,1,0,2,Orthodox,182.88,193.04,170,35,29,0,0,-1,-1,2,7,0,0,-1,0.0,2.54,-6,1.9,-0.6,-1.3,neither,U-DEC,3.0,5:00,900.0,0
Jon Jones,Ciryl Gane,-155.0,135.0,64.5161,135.0,2023-03-04,"Las Vegas, Nevada, USA",USA,True,Heavyweight,MALE,5,0,1,0,5.49,0.6,0.5,0.58,0.21,7,1,30,2,0,0,3,3,2,0,8,Orthodox,193.04,205.74,245,0,17,0,4.29,0.57,0.5,1.93,0.45,17,1,73,15,0,1,9,5,5,0,20,Orthodox,193.04,213.36,248,35,32,0,-16,-10,-12,0,-43,-13,-2,-3,0.0,-7.62,-3,1.2,0.0,-1.35,Blue,SUB,1.0,2:04,124.0,0
Valentina Shevchenko,Alexa Grasso,-600.0,450.0,16.6667,450.0,2023-03-04,"Las Vegas, Nevada, USA",USA,True,Women's Flyweight,FEMALE,5,0,4,0,4.67,0.43,0.6,0.41,0.45,4,3,28,1,0,1,5,0,1,0,7,Orthodox,165.1,167.64,125,0,9,0,3.28,0.52,0.4,2.56,0.63,9,2,51,10,0,2,4,4,2,0,12,Southpaw,165.1,167.64,125,34,29,0,-5,-5,-5,1,-23,-9,-4,-1,0.0,0.0,-5,1.39,0.2,-2.15,Red,SUB,4.0,4:34,1174.0,1
Geoff Neal,Shavkat Rakhmonov,400.0,-500.0,400.0,20.0,2023-03-04,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,0,4,0,4.12,0.61,1.8,1.49,0.29,4,0,6,0,0,0,0,1,3,0,4,Orthodox,185.42,195.58,170,0,2,0,4.97,0.5,0.1,0.46,0.44,6,2,24,0,0,1,1,5,1,0,8,Southpaw,180.34,190.5,170,32,28,0,2,-2,-4,-2,-18,0,-4,2,5.08,5.08,-4,-0.85,1.7,1.03,Red,SUB,3.0,4:17,857.0,1
Bo Nickal,Jamie Pickett,-1400.0,850.0,7.1429,850.0,2023-03-04,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,2,0,0,2.65,0.47,0.1,1.26,0.4,2,6,19,0,0,0,2,1,0,0,3,Orthodox,187.96,203.2,185,0,2,0,1.64,0.62,7.5,7.46,0.5,2,0,2,0,0,0,0,0,2,0,2,Southpaw,185.42,193.04,185,27,34,2,-2,0,1,6,17,0,1,-2,2.54,10.16,7,1.01,-7.4,-6.2,neither,SUB,1.0,2:54,174.0,0
Cody Garbrandt,Trevin Jones,-165.0,140.0,60.6061,140.0,2023-03-04,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,3,0,0,2.13,0.37,0.2,0.62,0.15,1,3,13,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,135,2,0,0,2.98,0.4,0.0,1.03,0.34,6,5,26,3,0,0,2,5,0,0,7,Orthodox,172.72,165.1,135,31,32,1,0,-5,-6,-2,-13,-3,-4,0,-2.54,12.7,1,-0.85,0.2,-0.41,neither,U-DEC,3.0,5:00,900.0,0
Derek Brunson,Dricus Du Plessis,200.0,-240.0,200.0,41.6667,2023-03-04,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,0,4,0,6.18,0.49,0.9,3.04,0.5,4,0,9,2,0,0,1,2,1,0,4,Switch,185.42,193.04,185,1,0,0,3.51,0.47,0.6,3.14,0.33,5,7,49,0,0,0,7,7,3,0,17,Southpaw,185.42,195.58,185,39,29,-1,4,-1,-13,-7,-40,2,-5,-2,0.0,-2.54,-10,2.67,0.3,-0.1,Red,KO/TKO,2.0,4:59,599.0,1
Viviane Araujo,Amanda Ribas,110.0,-130.0,110.0,76.9231,2023-03-04,"Las Vegas, Nevada, USA",USA,False,Women's Flyweight,FEMALE,3,1,0,0,4.63,0.4,0.7,2.07,0.51,4,2,17,0,0,0,3,0,2,0,5,Orthodox,160.02,167.64,125,1,0,0,4.11,0.47,0.6,1.76,0.4,2,3,26,0,0,0,4,1,0,0,5,Orthodox,162.56,172.72,125,36,29,0,0,2,0,-1,-9,0,-1,2,-2.54,-5.08,-7,0.52,0.1,0.31,neither,U-DEC,3.0,5:00,900.0,1
Julian Marquez,Marc-Andre Barriault,105.0,-125.0,105.0,80.0,2023-03-04,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,1,0,0,6.12,0.47,0.1,0.21,0.25,2,5,22,0,0,0,1,1,1,0,3,Orthodox,185.42,187.96,185,1,0,0,4.85,0.45,2.6,0.0,0.0,2,2,13,0,0,0,0,1,3,0,4,Orthodox,187.96,182.88,185,32,33,0,0,0,-1,3,9,0,0,-2,-2.54,5.08,1,1.27,-2.5,0.21,neither,KO/TKO,2.0,4:12,552.0,1
Mana Martinez,Cameron Saaiman,210.0,-250.0,210.0,40.0,2023-03-04,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,0,2,0,5.32,0.46,0.7,0.91,0.28,2,0,6,0,0,0,0,2,0,0,2,Southpaw,172.72,170.18,135,0,1,0,4.33,0.48,0.5,0.72,0.42,1,2,10,0,0,2,0,0,0,0,2,Orthodox,177.8,177.8,135,26,22,0,1,1,0,-2,-4,0,2,0,-5.08,-7.62,-4,0.99,0.2,0.19,neither,M-DEC,3.0,5:00,900.0,1
Jessica Penne,Tabatha Ricci,195.0,-230.0,195.0,43.4783,2023-03-04,"Las Vegas, Nevada, USA",USA,False,Women's Strawweight,FEMALE,3,0,2,0,4.63,0.38,0.1,2.99,0.38,2,1,8,0,0,0,2,0,0,0,2,Orthodox,154.94,154.94,115,1,0,0,2.52,0.31,0.6,1.32,0.21,2,5,28,1,0,2,0,1,3,0,6,Orthodox,165.1,170.18,115,40,28,-1,2,0,-4,-4,-20,-1,-1,-3,-10.16,-15.24,-12,2.11,-0.5,1.67,neither,SUB,2.0,2:14,434.0,1
Da'Mon Blackshear,Farid Basharat,330.0,-410.0,330.0,24.3902,2023-03-04,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,0,1,0,4.47,0.58,0.6,3.96,0.41,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,180.34,135,0,0,1,4.28,0.47,0.8,2.33,0.37,0,0,3,0,0,0,0,0,0,0,0,Switch,177.8,182.88,135,28,25,0,1,1,1,0,0,0,0,0,-5.08,-2.54,-3,0.19,-0.2,1.63,neither,U-DEC,3.0,5:00,900.0,1
Andre Muniz,Brendan Allen,-205.0,175.0,48.7805,175.0,2023-02-25,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,5,0,3,0,3.98,0.53,1.4,1.74,0.47,4,2,21,0,0,0,3,1,5,0,9,Orthodox,187.96,190.5,185,0,7,0,1.97,0.5,1.2,4.23,0.5,7,0,13,0,0,0,3,0,4,0,7,Southpaw,185.42,198.12,185,33,27,0,-4,-3,2,2,8,0,1,1,2.54,-7.62,-6,2.01,0.2,-2.49,Red,SUB,3.0,4:25,865.0,1
Augusto Sakai,Don'Tale Mayes,-135.0,115.0,74.0741,115.0,2023-02-25,"Las Vegas, Nevada, USA",USA,False,Heavyweight,MALE,3,0,2,0,3.51,0.43,0.0,0.65,0.38,2,3,20,0,0,0,1,3,0,0,4,Orthodox,198.12,205.74,260,4,0,0,4.6,0.49,0.0,0.23,0.4,5,4,22,0,0,2,0,3,0,0,5,Orthodox,190.5,195.58,265,31,31,-4,2,-3,-1,-1,-2,0,0,0,7.62,10.16,0,-1.09,0.0,0.42,neither,U-DEC,3.0,5:00,900.0,0
Tatiana Suarez,Montana De La Rosa,-750.0,550.0,13.3333,550.0,2023-02-25,"Las Vegas, Nevada, USA",USA,False,Women's Flyweight,FEMALE,3,1,0,1,2.9,0.37,0.8,1.85,0.33,3,3,23,0,0,0,1,1,3,0,5,Orthodox,170.18,172.72,125,0,5,0,4.27,0.63,0.9,6.2,0.61,5,0,11,1,0,0,2,1,2,0,5,Southpaw,165.1,167.64,115,32,28,1,-5,-2,0,3,12,-1,0,1,5.08,5.08,-4,-1.37,-0.1,-4.35,neither,SUB,2.0,2:51,471.0,0
Mike Malott,Yohan Lainesse,-215.0,185.0,46.5116,185.0,2023-02-25,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,0,1,0,2.22,0.41,0.5,0.94,0.28,1,1,6,0,0,1,0,1,0,0,2,Orthodox,185.42,193.04,170,0,2,0,3.83,0.46,1.0,3.04,0.6,2,0,2,0,0,0,0,1,1,0,2,Orthodox,185.42,185.42,170,31,30,0,-1,-1,0,1,4,0,0,-1,0.0,7.62,-1,-1.61,-0.5,-2.1,neither,SUB,1.0,4:15,255.0,0
Erick Gonzalez,Trevor Peek,160.0,-190.0,160.0,52.6316,2023-02-25,"Las Vegas, Nevada, USA",USA,False,Lightweight,MALE,3,0,1,0,4.58,0.54,0.0,1.82,0.53,1,0,2,0,0,0,0,1,0,0,1,Switch,175.26,177.8,155,2,0,0,2.4,0.36,0.0,6.0,0.55,0,2,3,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,155,31,28,-2,1,1,1,-2,-1,0,1,0,-5.08,-12.7,-3,2.18,0.0,-4.18,neither,KO/TKO,1.0,4:59,299.0,1
Jasmine Jasudavicius,Gabriella Fernandes,105.0,-125.0,105.0,80.0,2023-02-25,"Las Vegas, Nevada, USA",USA,False,Women's Flyweight,FEMALE,3,0,0,0,3.73,0.49,0.0,0.67,0.22,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64,167.64,125,1,0,0,3.79,0.45,0.5,2.39,0.41,2,1,9,0,0,0,2,0,0,0,2,Orthodox,170.18,172.72,125,33,29,-1,0,-2,-2,-1,-9,0,0,0,-2.54,-5.08,-4,-0.06,-0.5,-1.72,neither,U-DEC,3.0,5:00,900.0,0
Jordan Leavitt,Victor Martinez,-105.0,-115.0,95.2381,86.9565,2023-02-25,"Las Vegas, Nevada, USA",USA,False,Lightweight,MALE,3,0,1,0,7.94,0.51,0.0,0.7,0.33,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,155,1,0,0,2.55,0.61,1.1,2.19,0.25,2,2,12,0,0,1,0,1,2,0,4,Southpaw,175.26,180.34,155,27,31,-1,1,-1,-3,-2,-9,0,-1,-2,-2.54,-2.54,4,5.39,-1.1,-1.49,neither,KO/TKO,1.0,2:27,147.0,0
Ode Osbourne,Charles Johnson,145.0,-170.0,145.0,58.8235,2023-02-25,"Las Vegas, Nevada, USA",USA,False,Catch Weight,MALE,3,0,2,0,4.83,0.51,0.5,0.38,0.2,2,1,7,0,0,1,0,1,0,0,2,Switch,175.26,177.8,125,1,0,0,3.46,0.38,0.2,1.27,0.27,2,3,9,0,0,0,1,2,1,0,4,Southpaw,170.18,185.42,125,31,32,-1,2,0,-2,-2,-2,0,-1,-1,5.08,-7.62,1,1.37,0.3,-0.89,neither,S-DEC,3.0,5:00,900.0,0
Joe Solecki,Carl Deaton,-520.0,410.0,19.2308,410.0,2023-02-25,"Las Vegas, Nevada, USA",USA,False,Lightweight,MALE,3,0,0,0,1.53,0.31,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,155,0,1,0,1.98,0.56,1.4,2.23,0.46,4,1,14,0,1,0,2,0,2,0,5,Orthodox,175.26,177.8,155,29,33,0,-1,-4,-5,-1,-14,0,0,-2,-5.08,-2.54,4,-0.45,-1.4,-2.23,neither,SUB,2.0,4:55,595.0,0
Rafael Alves,Nurullo Aliev,155.0,-180.0,155.0,55.5556,2023-02-25,"Las Vegas, Nevada, USA",USA,False,Lightweight,MALE,3,0,1,0,2.5,0.51,0.0,3.06,0.44,1,0,1,0,0,0,0,1,0,0,1,Orthodox,177.8,182.88,155,1,0,0,1.85,0.48,1.5,0.29,0.25,1,2,9,0,0,0,0,0,2,0,2,Orthodox,172.72,172.72,155,32,22,-1,1,0,-1,-2,-8,0,1,-2,5.08,10.16,-10,0.65,-1.5,2.77,neither,M-DEC,3.0,5:00,900.0,1
Jessica Andrade,Erin Blanchfield,-120.0,100.0,83.3333,100.0,2023-02-18,"Las Vegas, Nevada, USA",USA,False,Women's Flyweight,FEMALE,5,0,4,0,5.47,0.45,1.0,2.05,0.33,4,0,9,0,0,0,2,0,2,0,4,Orthodox,162.56,167.64,125,0,3,0,6.62,0.5,0.3,2.37,0.55,4,7,47,4,0,1,6,5,3,0,15,Orthodox,154.94,157.48,125,31,23,0,1,0,-11,-7,-38,-4,-5,-1,7.62,10.16,-8,-1.15,0.7,-0.32,Blue,SUB,2.0,1:37,397.0,1
Jordan Wright,Zac Pauga,245.0,-295.0,245.0,33.8983,2023-02-18,"Las Vegas, Nevada, USA",USA,False,Light Heavyweight,MALE,3,1,0,0,4.46,0.62,0.0,0.38,0.07,0,1,2,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,205,3,0,0,4.1,0.56,0.4,2.09,0.45,1,4,9,0,0,0,0,2,0,0,2,Orthodox,187.96,195.58,205,31,34,-2,0,-1,-2,-3,-7,0,-2,0,0.0,-2.54,3,0.36,-0.4,-1.71,neither,U-DEC,3.0,5:00,900.0,1
Josh Parisian,Jamal Pogues,245.0,-295.0,245.0,33.8983,2023-02-18,"Las Vegas, Nevada, USA",USA,False,Heavyweight,MALE,3,0,2,0,3.36,0.44,0.0,2.4,0.48,2,0,6,0,0,0,2,0,0,0,2,Orthodox,190.5,195.58,205,0,1,0,4.55,0.48,0.2,0.98,0.33,2,2,13,0,0,1,0,3,0,0,4,Orthodox,193.04,200.66,265,33,27,0,1,0,-2,-2,-7,0,-3,0,-2.54,-5.08,-6,-1.19,-0.2,1.42,neither,U-DEC,3.0,5:00,900.0,1
William Knight,Marcin Prachnio,-130.0,110.0,76.9231,110.0,2023-02-18,"Las Vegas, Nevada, USA",USA,False,Light Heavyweight,MALE,3,1,0,0,5.57,0.54,0.0,0.15,0.2,2,4,11,0,0,0,1,1,0,0,2,Orthodox,190.5,187.96,205,2,0,0,2.62,0.56,0.4,1.78,0.4,3,3,20,0,0,0,2,3,0,0,5,Orthodox,177.8,185.42,205,34,34,-1,0,-1,-3,1,-9,0,-2,0,12.7,2.54,0,2.95,-0.4,-1.63,neither,U-DEC,3.0,5:00,900.0,1
Jim Miller,Alexander Hernandez,180.0,-210.0,180.0,47.619,2023-02-18,"Las Vegas, Nevada, USA",USA,False,Lightweight,MALE,3,2,0,0,4.33,0.41,0.1,1.06,0.31,2,5,20,0,0,0,2,3,0,0,5,Orthodox,175.26,182.88,145,0,3,0,2.99,0.42,1.7,1.53,0.44,7,15,89,0,0,2,6,5,11,0,24,Southpaw,172.72,180.34,155,39,30,2,-3,-5,-19,-10,-69,0,-2,-11,2.54,2.54,-9,1.34,-1.6,-0.47,neither,U-DEC,3.0,5:00,900.0,1
Nazim Sadykhov,Evan Elder,-250.0,210.0,40.0,210.0,2023-02-18,"Las Vegas, Nevada, USA",USA,False,Lightweight,MALE,3,1,0,0,5.02,0.49,0.6,0.63,0.2,0,1,3,0,0,0,0,0,0,0,0,Switch,177.8,182.88,155,0,1,0,4.94,0.48,0.3,1.71,0.62,1,0,3,0,0,0,0,1,0,0,1,Southpaw,177.8,175.26,155,28,25,1,-1,-1,-1,1,0,0,-1,0,0.0,7.62,-3,0.08,0.3,-1.08,neither,KO/TKO,3.0,0:38,638.0,0
Lina Lansberg,Mayra Bueno Silva,390.0,-490.0,390.0,20.4082,2023-02-18,"Las Vegas, Nevada, USA",USA,False,Women's Bantamweight,FEMALE,3,0,2,1,4.01,0.59,1.5,0.64,0.29,2,2,16,1,0,0,1,0,4,0,5,Orthodox,167.64,167.64,135,3,0,0,2.69,0.55,0.1,0.52,0.27,2,6,28,0,0,0,4,0,0,0,4,Orthodox,170.18,165.1,135,40,31,-3,2,0,1,-4,-12,1,0,4,-2.54,2.54,-9,1.32,1.4,0.12,Red,SUB,2.0,4:45,585.0,1
Jamall Emmers,Khusein Askhabov,155.0,-180.0,155.0,55.5556,2023-02-18,"Las Vegas, Nevada, USA",USA,False,Featherweight,MALE,3,0,0,0,2.0,0.26,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,1,0,0,5.3,0.48,0.2,1.83,0.4,1,3,9,0,0,0,1,0,0,0,1,Orthodox,177.8,187.96,145,33,28,-1,0,-1,-1,-3,-9,0,0,0,-5.08,-12.7,-5,-3.3,-0.2,-1.83,neither,U-DEC,3.0,5:00,900.0,0
Ovince Saint Preux,Philipe Lins,180.0,-210.0,180.0,47.619,2023-02-18,"Las Vegas, Nevada, USA",USA,False,Light Heavyweight,MALE,3,0,1,0,3.8,0.49,0.0,1.65,0.33,1,2,7,0,0,0,1,0,0,0,1,Orthodox,187.96,198.12,205,0,1,0,3.03,0.47,0.5,1.1,0.36,5,12,74,1,1,1,4,9,5,0,20,Southpaw,190.5,203.2,205,39,37,0,0,-4,-19,-10,-67,-1,-9,-5,-2.54,-5.08,-2,0.77,-0.5,0.55,neither,KO/TKO,1.0,0:49,49.0,1
AJ Fletcher,Themba Gorimbo,-350.0,290.0,28.5714,290.0,2023-02-18,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,0,0,0,2.53,0.69,0.0,4.04,0.58,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,170,2,0,0,3.36,0.49,0.9,1.54,0.35,1,2,7,0,0,0,0,1,0,0,1,Switch,177.8,170.18,170,26,32,-2,0,-1,-1,-2,-7,0,-1,0,7.62,25.4,6,-0.83,-0.9,2.5,neither,SUB,2.0,1:37,397.0,0
Clayton Carpenter,Juancamilo Ronderos,-320.0,265.0,31.25,265.0,2023-02-18,"Las Vegas, Nevada, USA",USA,False,Flyweight,MALE,3,1,0,0,2.18,0.3,0.0,2.72,0.33,0,1,1,0,0,0,0,0,0,0,0,Southpaw,160.02,162.56,125,0,1,0,4.5,0.51,2.5,2.47,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,167.64,125,26,28,1,-1,-1,-1,1,-2,0,0,0,-7.62,-5.08,2,-2.32,-2.5,0.25,neither,SUB,1.0,3:13,193.0,0
Islam Makhachev,Alexander Volkanovski,-365.0,300.0,27.3973,300.0,2023-02-11,"Perth, Western Australia, Australia",Australia,True,Lightweight,MALE,5,0,12,0,6.16,0.56,0.2,1.78,0.37,12,0,42,8,0,1,7,4,0,0,12,Orthodox,167.64,180.34,145,0,11,0,2.65,0.59,1.1,3.19,0.53,11,1,28,3,0,0,4,2,6,0,12,Southpaw,177.8,177.8,155,31,34,0,1,1,0,-1,14,5,2,-6,-10.16,2.54,3,3.51,-0.9,-1.41,Red,U-DEC,5.0,5:00,1500.0,0
Yair Rodriguez,Josh Emmett,-180.0,155.0,55.5556,155.0,2023-02-11,"Perth, Western Australia, Australia",Australia,True,Featherweight,MALE,5,0,5,0,4.04,0.36,0.1,0.91,0.37,5,2,30,0,0,2,4,3,0,0,9,Orthodox,167.64,177.8,145,0,1,0,4.65,0.46,0.7,0.69,0.27,6,2,35,2,0,2,3,4,0,0,9,Orthodox,180.34,180.34,145,30,37,0,4,-1,0,0,-5,-2,-1,0,-12.7,-2.54,7,-0.61,-0.6,0.22,Red,SUB,2.0,4:19,559.0,0
Jack Della Maddalena,Randy Brown,-325.0,270.0,30.7692,270.0,2023-02-11,"Perth, Western Australia, Australia",Australia,False,Welterweight,MALE,3,0,4,0,4.38,0.47,0.6,0.72,0.39,4,4,35,0,0,1,4,2,3,0,10,Orthodox,190.5,198.12,170,0,4,0,6.74,0.53,0.2,0.21,0.16,4,0,6,0,0,0,1,3,0,0,4,Switch,180.34,185.42,170,26,32,0,0,0,6,4,29,0,-1,3,10.16,12.7,6,-2.36,0.4,0.51,neither,SUB,1.0,2:13,133.0,0
Justin Tafa,Parker Porter,-120.0,100.0,83.3333,100.0,2023-02-11,"Perth, Western Australia, Australia",Australia,False,Heavyweight,MALE,3,1,0,0,6.55,0.5,0.5,1.35,0.26,3,2,11,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,265,0,1,0,4.09,0.54,0.0,0.0,0.0,1,3,9,0,0,0,0,2,0,0,2,Southpaw,182.88,187.96,264,29,37,1,-1,2,1,-1,2,0,-2,0,0.0,2.54,8,2.46,0.5,1.35,neither,KO/TKO,1.0,1:06,66.0,0
Tyson Pedro,Modestas Bukauskas,-215.0,185.0,46.5116,185.0,2023-02-11,"Perth, Western Australia, Australia",Australia,False,Light Heavyweight,MALE,3,3,0,0,3.21,0.42,0.2,0.38,0.66,1,3,7,0,0,0,0,1,0,0,1,Switch,190.5,198.12,205,0,2,0,2.9,0.59,0.8,0.76,0.3,2,3,12,0,0,0,0,3,2,0,5,Orthodox,190.5,200.66,205,31,29,3,-2,-1,-4,0,-5,0,-2,-2,0.0,-2.54,-2,0.31,-0.6,-0.38,neither,U-DEC,3.0,5:00,900.0,1
Josh Culibao,Melsik Baghdasaryan,-110.0,-110.0,90.9091,90.9091,2023-02-11,"Perth, Western Australia, Australia",Australia,False,Featherweight,MALE,3,0,3,0,5.28,0.61,0.0,0.0,0.0,3,0,8,0,0,0,2,1,0,0,3,Southpaw,175.26,177.8,145,0,2,1,3.41,0.44,0.3,0.0,0.0,2,1,11,0,0,1,1,0,0,0,2,Orthodox,177.8,185.42,145,28,31,0,1,1,1,-1,-3,0,1,0,-2.54,-7.62,3,1.87,-0.3,0.0,neither,SUB,2.0,2:02,422.0,0
Shannon Ross,Kleydson Rodrigues,290.0,-350.0,290.0,28.5714,2023-02-11,"Perth, Western Australia, Australia",Australia,False,Flyweight,MALE,3,1,0,0,4.58,0.57,0.6,0.6,0.22,1,1,6,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,135,1,0,0,5.96,0.39,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Switch,167.64,167.64,125,33,27,0,0,1,1,0,4,0,0,0,-2.54,2.54,-6,-1.38,0.6,0.6,neither,KO/TKO,1.0,0:59,59.0,1
Jamie Mullarkey,Francisco Prado,-265.0,225.0,37.7358,225.0,2023-02-11,"Perth, Western Australia, Australia",Australia,False,Lightweight,MALE,3,0,0,0,4.58,0.41,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,155,0,1,0,4.39,0.46,0.1,2.31,0.34,2,3,14,0,0,1,0,2,0,0,3,Orthodox,182.88,187.96,155,28,20,0,-1,-2,-3,-3,-14,0,-2,0,-5.08,-12.7,-8,0.19,0.3,-2.31,neither,U-DEC,3.0,5:00,900.0,0
Jack Jenkins,Don Shainis,-450.0,360.0,22.2222,360.0,2023-02-11,"Perth, Western Australia, Australia",Australia,False,Featherweight,MALE,3,1,0,0,3.42,0.5,1.9,0.97,0.25,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,145,0,1,0,4.83,0.6,0.0,2.12,0.69,1,0,3,0,0,0,0,1,0,0,1,Switch,170.18,172.72,145,29,32,1,-1,-1,-1,1,-2,0,-1,0,-2.54,-2.54,3,-1.41,1.9,-1.15,neither,U-DEC,3.0,5:00,900.0,0
Loma Lookboonmee,Elise Reed,-345.0,285.0,28.9855,285.0,2023-02-11,"Perth, Western Australia, Australia",Australia,False,Women's Strawweight,FEMALE,3,0,1,0,2.66,0.49,0.0,0.58,0.6,1,2,10,0,0,1,1,0,0,0,2,Orthodox,160.02,160.02,115,0,1,0,4.1,0.57,0.1,1.9,0.5,2,2,18,0,0,1,3,0,0,0,4,Orthodox,154.94,154.94,115,27,30,0,0,-1,-2,0,-8,0,0,0,5.08,5.08,3,-1.44,-0.1,-1.32,neither,SUB,2.0,0:44,344.0,0
Derrick Lewis,Serghei Spivac,255.0,-305.0,255.0,32.7869,2023-02-04,"Las Vegas, Nevada, USA",USA,False,Heavyweight,MALE,5,0,2,0,3.51,0.49,0.7,4.63,0.65,3,3,18,0,1,0,1,3,1,0,6,Orthodox,190.5,198.12,260,2,0,0,2.48,0.5,0.0,0.57,0.26,6,8,55,2,0,2,2,13,0,0,17,Orthodox,190.5,200.66,260,37,28,-2,2,-3,-11,-5,-37,-2,-10,1,0.0,-2.54,-9,1.03,0.7,4.06,Red,SUB,1.0,3:05,185.0,1
Da Woon Jung,Devin Clark,-275.0,230.0,36.3636,230.0,2023-02-04,"Las Vegas, Nevada, USA",USA,False,Light Heavyweight,MALE,3,1,0,0,3.03,0.54,0.1,2.17,0.32,2,7,34,0,0,0,6,1,0,0,7,Orthodox,182.88,190.5,205,1,0,1,3.49,0.43,0.2,1.9,0.5,2,1,12,0,0,0,1,2,1,0,4,Orthodox,193.04,198.12,205,29,32,0,0,0,3,6,22,0,-1,-1,-10.16,-7.62,3,-0.46,-0.1,0.27,neither,U-DEC,3.0,5:00,900.0,1
